battery,cycle,soh_true,split,physics,gp,hybrid,persistence,drift,physics_fit,hybrid_fit
B0005,78.0,0.8594329115068514,False,0.876320967131004,0.9092823663252881,0.8983965866105527,0.8848181591266645,0.8970757779965024,0.876320967131004,0.8983965866105527
B0005,79.0,0.8482309964083234,False,0.8739349171877715,0.9130987143753863,0.8968240262775394,0.8848181591266645,0.8956754923352377,0.8739349171877715,0.8968240262775394
B0005,80.0,0.8429370312695897,False,0.8715337174674189,0.9169303869008034,0.8952416318408172,0.8848181591266645,0.894275206673973,0.8715337174674189,0.8952416318408172
B0005,81.0,0.8401704907053155,False,0.8691174629575575,0.9207171221549567,0.8936493498568023,0.8848181591266645,0.8928749210127082,0.8691174629575575,0.8936493498568023
B0005,82.0,0.8400173086716406,False,0.86668624688118,0.9244066897912889,0.8920471252118616,0.8848181591266645,0.8914746353514434,0.86668624688118,0.8920471252118616
B0005,83.0,0.8374359751414077,False,0.8642401607506309,0.9279553418019136,0.890434901287017,0.8848181591266645,0.8900743496901787,0.8642401607506309,0.890434901287017
B0005,84.0,0.8343035835418969,False,0.8617792944192936,0.9313279050471523,0.8888126201142704,0.8848181591266645,0.888674064028914,0.8617792944192936,0.8888126201142704
B0005,85.0,0.8285736718133296,False,0.8593037361311163,0.9344975686872465,0.8871802225249783,0.8848181591266645,0.8872737783676493,0.8593037361311163,0.8871802225249783
B0005,86.0,0.8230135260370759,False,0.8568135725680933,0.9374454242401745,0.8855376482906632,0.8848181591266645,0.8858734927063845,0.8568135725680933,0.8855376482906632
B0005,87.0,0.8233426447360581,False,0.8543088888958074,0.9401598166897308,0.883884836256652,0.8848181591266645,0.8844732070451198,0.8543088888958074,0.883884836256652
B0005,88.0,0.8201764839394092,False,0.8517897688071346,0.9426355627913595,0.8822217244688793,0.8848181591266645,0.8830729213838551,0.8517897688071346,0.8822217244688793
B0005,89.0,0.8173963242800905,False,0.8492562945642064,0.9448730882192001,0.8805482502941949,0.8848181591266645,0.8816726357225904,0.8492562945642064,0.8805482502941949
B0005,90.0,0.864976988868027,False,0.8467085470387148,0.946877529174345,0.8788643505344829,0.8848181591266645,0.8802723500613256,0.8467085470387148,0.8788643505344829
B0005,91.0,0.8423699116610507,False,0.8441466057506485,0.9486578371606974,0.8771699615348878,0.8848181591266645,0.8788720644000608,0.8441466057506485,0.8771699615348878
B0005,92.0,0.8338820438085879,False,0.8415705489055317,0.9502259183611853,0.8754650192864261,0.8848181591266645,0.8774717787387961,0.8415705489055317,0.8754650192864261
B0005,93.0,0.8254166152720491,False,0.8389804534302451,0.9515958318373628,0.8737494595232398,0.8848181591266645,0.8760714930775314,0.8389804534302451,0.8737494595232398
B0005,94.0,0.822495649432432,False,0.8363763950074923,0.9527830639503647,0.872023217814748,0.8848181591266645,0.8746712074162667,0.8363763950074923,0.872023217814748
B0005,95.0,0.8171115433925792,False,0.8337584481089816,0.9538038901875725,0.8702862296529237,0.8848181591266645,0.8732709217550019,0.8337584481089816,0.8702862296529237
B0005,96.0,0.8143861246029739,False,0.8311266860273807,0.9546748301229941,0.8685384305349215,0.8848181591266645,0.8718706360937372,0.8311266860273807,0.8685384305349215
B0005,97.0,0.8115131183620762,False,0.8284811809071035,0.9554121966187975,0.8667797560412667,0.8848181591266645,0.8704703504324725,0.8284811809071035,0.8667797560412667
B0005,98.0,0.8088098717121407,False,0.8258220037739832,0.9560317366155466,0.8650101419098051,0.8848181591266645,0.8690700647712077,0.8258220037739832,0.8650101419098051
B0005,99.0,0.8030457886878687,False,0.8231492245638824,0.9565483579427003,0.8632295241056025,0.8848181591266645,0.867669779109943,0.8231492245638824,0.8632295241056025
B0005,100.0,0.8003654470798282,False,0.82046291215029,0.9569759344608919,0.8614378388869772,0.8848181591266645,0.8662694934486783,0.82046291215029,0.8614378388869772
B0005,101.0,0.7974272604140163,False,0.8177631343709484,0.9573271804529626,0.8596350228678339,0.8848181591266645,0.8648692077874135,0.8177631343709484,0.8596350228678339
B0005,102.0,0.7946240682056634,False,0.8150499580535567,0.9576135844259988,0.8578210130764631,0.8848181591266645,0.8634689221261488,0.8150499580535567,0.8578210130764631
B0005,103.0,0.8003844153038012,False,0.8123234490405891,0.9578453922768544,0.8559957470109658,0.8848181591266645,0.8620686364648841,0.8123234490405891,0.8559957470109658
B0005,104.0,0.8058723226653158,False,0.8095836722132681,0.9580316300099203,0.8541591626914453,0.8848181591266645,0.8606683508036194,0.8095836722132681,0.8541591626914453
B0005,105.0,0.7976356737393391,False,0.8068306915147285,0.9581801567796426,0.8523111987091105,0.8848181591266645,0.8592680651423545,0.8068306915147285,0.8523111987091105
B0005,106.0,0.7916855834115802,False,0.804064569972408,0.9582977398669903,0.8504517942724288,0.8848181591266645,0.8578677794810898,0.804064569972408,0.8504517942724288
B0005,107.0,0.7831462853887027,False,0.8012853697196964,0.9583901442013623,0.8485808892504519,0.8848181591266645,0.8564674938198251,0.8012853697196964,0.8485808892504519
B0005,108.0,0.7832782438583531,False,0.798493152016874,0.95846223012957,0.8466984242134392,0.8848181591266645,0.8550672081585604,0.798493152016874,0.8466984242134392
B0005,109.0,0.7837509350133124,False,0.7956879772713716,0.9585180542451158,0.8448043404709018,0.8848181591266645,0.8536669224972957,0.7956879772713716,0.8448043404709018
B0005,110.0,0.7805289427291895,False,0.7928699050573774,0.958560969169967,0.8428985801071708,0.8848181591266645,0.852266636836031,0.7928699050573774,0.8428985801071708
B0005,111.0,0.7749424644709051,False,0.7900389941348177,0.9585937191859842,0.8409810860146016,0.8848181591266645,0.8508663511747662,0.7900389941348177,0.8409810860146016
B0005,112.0,0.7721277376203592,False,0.7871953024677396,0.9586185295149585,0.8390518019245211,0.8848181591266645,0.8494660655135015,0.7871953024677396,0.8390518019245211
B0005,113.0,0.7721010517012337,False,0.7843388872421169,0.958637187827025,0.8371106724360073,0.8848181591266645,0.8480657798522367,0.7843388872421169,0.8371106724360073
B0005,114.0,0.7692294908297357,False,0.7814698048831022,0.9586511172091622,0.8351576430426048,0.8848181591266645,0.8466654941909719,0.7814698048831022,0.8351576430426048
B0005,115.0,0.7664583676775119,False,0.7785881110717511,0.958661440348915,0.8331926601570582,0.8848181591266645,0.8452652085297072,0.7785881110717511,0.8331926601570582
B0005,116.0,0.7635004777498815,False,0.7756938607612324,0.9586690350901969,0.8312156711341583,0.8848181591266645,0.8438649228684425,0.7756938607612324,0.8312156711341583
B0005,117.0,0.7607965521102186,False,0.7727871081925513,0.9586745818094151,0.8292266242917754,0.8848181591266645,0.8424646372071778,0.7727871081925513,0.8292266242917754
B0005,118.0,0.760887888115971,False,0.7698679069097993,0.9586786032555428,0.8272254689301664,0.8848181591266645,0.8410643515459131,0.7698679069097993,0.8272254689301664
B0005,119.0,0.7582051768100099,False,0.7669363097749525,0.9586814976128104,0.8252121553496281,0.8848181591266645,0.8396640658846484,0.7669363097749525,0.8252121553496281
B0005,120.0,0.7720989824377316,False,0.7639923689822313,0.958683565595302,0.8231866348665693,0.8848181591266645,0.8382637802233837,0.7639923689822313,0.8231866348665693
B0005,121.0,0.7747184287655715,False,0.7610361360720425,0.9586850323839724,0.8211488598280741,0.8848181591266645,0.8368634945621188,0.7610361360720425,0.8211488598280741
B0005,122.0,0.7634604477007025,False,0.7580676619445164,0.9586860651821096,0.8190987836250239,0.8848181591266645,0.8354632089008541,0.7580676619445164,0.8190987836250239
B0005,123.0,0.757872985240904,False,0.755086996872655,0.9586867871068179,0.8170363607038399,0.8848181591266645,0.8340629232395894,0.755086996872655,0.8170363607038399
B0005,124.0,0.7547607178190573,False,0.7520941905151048,0.9586872880614378,0.8149615465769078,0.8848181591266645,0.8326626375783246,0.7520941905151048,0.8149615465769078
B0005,125.0,0.752335193662182,False,0.7490892919285685,0.9586876331546769,0.8128742978317502,0.8848181591266645,0.8312623519170599,0.7490892919285685,0.8128742978317502
B0005,126.0,0.7494178378216991,False,0.746072349579869,0.9586878691523737,0.8107745721389962,0.8848181591266645,0.8298620662557952,0.746072349579869,0.8107745721389962
B0005,127.0,0.746694403771894,False,0.7430434113576769,0.9586880293713986,0.8086623282592067,0.8848181591266645,0.8284617805945305,0.7430434113576769,0.8086623282592067
B0005,128.0,0.7435744841131503,False,0.7400025245839147,0.9586881373548625,0.8065375260486088,0.8848181591266645,0.8270614949332658,0.7400025245839147,0.8065375260486088
B0005,129.0,0.7407733548873462,False,0.7369497360248476,0.9586882096050862,0.8044001264637879,0.8848181591266645,0.825661209272001,0.7369497360248476,0.8044001264637879
B0005,130.0,0.738228973232425,False,0.7338850919018742,0.9586882575963183,0.8022500915653855,0.8848181591266645,0.8242609236107362,0.7338850919018742,0.8022500915653855
B0005,131.0,0.7382266861916333,False,0.7308086379020251,0.9586882892429448,0.8000873845208534,0.8848181591266645,0.8228606379494715,0.7308086379020251,0.8000873845208534
B0005,132.0,0.7351170256067293,False,0.7277204191881803,0.9586883099604696,0.7979119696063035,0.8848181591266645,0.8214603522882068,0.7277204191881803,0.7979119696063035
B0005,133.0,0.7408571700903983,False,0.7246204804090164,0.9586883234251296,0.795723812207501,0.8848181591266645,0.8200600666269421,0.7246204804090164,0.795723812207501
B0005,134.0,0.7466312454423623,False,0.7215088657086897,0.9586883321127769,0.793522878820039,0.8848181591266645,0.8186597809656773,0.7215088657086897,0.793522878820039
B0005,135.0,0.7378719555127388,False,0.7183856187362676,0.9586883376777166,0.7913091370487352,0.8848181591266645,0.8172594953044126,0.7183856187362676,0.7913091370487352
B0005,136.0,0.7351424952422322,False,0.7152507826549139,0.9586883412166507,0.7890825556062899,0.8848181591266645,0.8158592096431478,0.7152507826549139,0.7890825556062899
B0005,137.0,0.7295077959801876,False,0.7121044001508383,0.9586883434509457,0.7868431043112418,0.8848181591266645,0.8144589239818831,0.7121044001508383,0.7868431043112418
B0005,138.0,0.7296799787853686,False,0.7089465134420149,0.958688344851393,0.7845907540852528,0.8848181591266645,0.8130586383206184,0.7089465134420149,0.7845907540852528
B0005,139.0,0.7297134934112405,False,0.7057771642866819,0.9586883457228653,0.7823254769497634,0.8848181591266645,0.8116583526593537,0.7057771642866819,0.7823254769497634
B0005,140.0,0.72681074074222,False,0.7025963939916244,0.9586883462612631,0.7800472460220413,0.8848181591266645,0.8102580669980889,0.7025963939916244,0.7800472460220413
B0005,141.0,0.724049718152504,False,0.6994042434202516,0.9586883465914943,0.7777560355106661,0.8848181591266645,0.8088577813368242,0.6994042434202516,0.7777560355106661
B0005,142.0,0.7212499067079485,False,0.6962007530004717,0.9586883467925887,0.7754518207104653,0.8848181591266645,0.8074574956755595,0.6962007530004717,0.7754518207104653
B0005,143.0,0.7212085080709222,False,0.692985962732373,0.9586883469141659,0.7731345779969465,0.8848181591266645,0.8060572100142948,0.692985962732373,0.7731345779969465
B0005,144.0,0.7185648881952924,False,0.6897599121957172,0.9586883469871411,0.7708042848202399,0.8848181591266645,0.8046569243530299,0.6897599121957172,0.7708042848202399
B0005,145.0,0.7156765060826299,False,0.686522640557249,0.9586883470306296,0.7684609196985867,0.8848181591266645,0.8032566386917652,0.686522640557249,0.7684609196985867
B0005,146.0,0.7127281792431961,False,0.6832741865778302,0.95868834705636,0.7661044622113928,0.8848181591266645,0.8018563530305005,0.6832741865778302,0.7661044622113928
B0005,147.0,0.7100339835664496,False,0.6800145886194018,0.9586883470714747,0.7637348929918752,0.8848181591266645,0.8004560673692358,0.6800145886194018,0.7637348929918752
B0005,148.0,0.7101941165230106,False,0.6767438846517795,0.9586883470802899,0.761352193719327,0.8848181591266645,0.7990557817079711,0.6767438846517795,0.761352193719327
B0005,149.0,0.7101007124097444,False,0.6734621122592899,0.9586883470853943,0.7589563471110152,0.8848181591266645,0.7976554960467064,0.6734621122592899,0.7589563471110152
B0005,150.0,0.7131060557689293,False,0.6701693086472487,0.958688347088329,0.756547336913743,0.8848181591266645,0.7962552103854416,0.6701693086472487,0.756547336913743
B0005,151.0,0.7326317762261328,False,0.6668655106482888,0.9586883470900041,0.7541251478950904,0.8848181591266645,0.7948549247241768,0.6668655106482888,0.7541251478950904
B0005,152.0,0.7215404057003534,False,0.6635507547285407,0.9586883470909533,0.7516897658343558,0.8848181591266645,0.7934546390629121,0.6635507547285407,0.7516897658343558
B0005,153.0,0.7158834698305495,False,0.660225076993671,0.9586883470914875,0.7492411775132166,0.8848181591266645,0.7920543534016473,0.660225076993671,0.7492411775132166
B0005,154.0,0.712999243979014,False,0.6568885131947813,0.958688347091786,0.7467793707061279,0.8848181591266645,0.7906540677403826,0.6568885131947813,0.7467793707061279
B0005,155.0,0.7102843154047168,False,0.6535410987341748,0.9586883470919515,0.7443043341704776,0.8848181591266645,0.7892537820791179,0.6535410987341748,0.7443043341704776
B0005,156.0,0.7075055383642603,False,0.6501828686709905,0.9586883470920426,0.7418160576365114,0.8848181591266645,0.7878534964178532,0.6501828686709905,0.7418160576365114
B0005,157.0,0.7073584494666224,False,0.6468138577267121,0.9586883470920925,0.7393145317970479,0.8848181591266645,0.7864532107565885,0.6468138577267121,0.7393145317970479
B0005,158.0,0.7044464616507273,False,0.6434341002905529,0.9586883470921196,0.7367997482969968,0.8848181591266645,0.7850529250953238,0.6434341002905529,0.7367997482969968
B0005,159.0,0.7018808229071346,False,0.6400436304247225,0.9586883470921341,0.7342716997226957,0.8848181591266645,0.783652639434059,0.6400436304247225,0.7342716997226957
B0005,160.0,0.7020555815721222,False,0.6366424818695757,0.958688347092142,0.7317303795910814,0.8848181591266645,0.7822523537727942,0.6366424818695757,0.7317303795910814
B0005,161.0,0.702083962029298,False,0.6332306880486503,0.9586883470921461,0.7291757823387031,0.8848181591266645,0.7808520681115295,0.6332306880486503,0.7291757823387031
B0005,162.0,0.6991090088170863,False,0.629808282073594,0.9586883470921483,0.7266079033106012,0.8848181591266645,0.7794517824502648,0.629808282073594,0.7266079033106012
B0005,163.0,0.6992094269724851,False,0.626375296748985,0.9586883470921495,0.7240267387490535,0.8848181591266645,0.778051496789,0.626375296748985,0.7240267387490535
B0005,164.0,0.6967263011532886,False,0.6229317645770494,0.95868834709215,0.7214322857822074,0.8848181591266645,0.7766512111277353,0.6229317645770494,0.7214322857822074
B0005,165.0,0.6937851440175624,False,0.6194777177622768,0.9586883470921503,0.7188245424126055,0.8848181591266645,0.7752509254664706,0.6194777177622768,0.7188245424126055
B0005,166.0,0.6934884167276277,False,0.6160131882159394,0.9586883470921506,0.7162035075056212,0.8848181591266645,0.7738506398052059,0.6160131882159394,0.7162035075056212
B0005,167.0,0.7051032770552522,False,0.6125382075605139,0.9586883470921506,0.7135691807778072,0.8848181591266645,0.7724503541439411,0.6125382075605139,0.7135691807778072
B0005,168.0,0.7137561578838877,False,0.6090528071340111,0.9586883470921507,0.7109215627851722,0.8848181591266645,0.7710500684826764,0.6090528071340111,0.7109215627851722
B0006,1.0,1.0,True,,,,,,0.997923547536661,0.9730289142726607
B0006,2.0,0.9949898508143076,True,,,,,,0.9955238491575388,0.9729204885330913
B0006,3.0,0.9891854698908897,True,,,,,,0.9929848316818687,0.9719359219044352
B0006,4.0,0.9891649790372313,True,,,,,,0.9903508860818087,0.9704894209778067
B0006,5.0,0.9828975529491258,True,,,,,,0.987644023222946,0.9687452179136301
B0006,6.0,0.989466850557287,True,,,,,,0.9848775967032166,0.9667891323041373
B0006,7.0,0.9890747925666498,True,,,,,,0.9820606342301992,0.9646729763135122
B0006,8.0,0.9673038197560738,True,,,,,,0.9791996734062163,0.9624309994591606
B0006,9.0,0.9669974087497759,True,,,,,,0.9762996806329102,0.9600873052708974
B0006,10.0,0.9616246466459876,True,,,,,,0.9733645644017741,0.95765965486889
B0006,11.0,0.9559098009149796,True,,,,,,0.9703974854552943,0.9551616044500943
B0006,12.0,0.9505796547137971,True,,,,,,0.967401055669683,0.9526037920875143
B0006,13.0,0.9449439554578114,True,,,,,,0.9643774716628944,0.9499947552695287
B0006,14.0,0.939347820920401,True,,,,,,0.9613286079881681,0.9473414733326432
B0006,15.0,0.9340301690486008,True,,,,,,0.958256084183803,0.9446497404579999
B0006,16.0,0.9281993331989462,True,,,,,,0.9551613142847875,0.9419244299654982
B0006,17.0,0.9228338240050139,True,,,,,,0.9520455442030626,0.9391696864302732
B0006,18.0,0.9175724579573612,True,,,,,,0.9489098804934776,0.9363890684450192
B0006,19.0,0.9175820589657847,True,,,,,,0.9457553128624915,0.9335856567662935
B0006,20.0,0.9726281070025075,True,,,,,,0.9425827320406805,0.930762137636901
B0006,21.0,0.9617814345585968,True,,,,,,0.9393929441595248,0.9279208679547346
B0006,22.0,0.956015859814876,True,,,,,,0.9361866824510944,0.9250639269332452
B0006,23.0,0.9454186473396277,True,,,,,,0.9329646168688369,0.9221931575525308
B0006,24.0,0.9560974757905957,True,,,,,,0.9297273620736499,0.9193102001855668
B0006,25.0,0.934197815121988,True,,,,,,0.9264754841198704,0.9164165201506747
B0006,26.0,0.923028308415357,True,,,,,,0.9232095060965975,0.9135134304947813
B0006,27.0,0.9179342734506017,True,,,,,,0.9199299129216507,0.9106021109921465
B0006,28.0,0.9119000283836428,True,,,,,,0.9166371554422363,0.907683624110743
B0006,29.0,0.9065816915777203,True,,,,,,0.913331653963861,0.9047589285272255
B0006,30.0,0.9124918141799352,True,,,,,,0.9100138013042484,0.9018288906437189
B0006,31.0,0.945679034974287,True,,,,,,0.9066839654499523,0.8988942944633553
B0006,32.0,0.9247761948322795,True,,,,,,0.9033424918785432,0.8959558501080938
B0006,33.0,0.9115326597829657,True,,,,,,0.8999897055976367,0.8930142012058775
B0006,34.0,0.9036588818710268,True,,,,,,0.896625912942851,0.8900699313303291
B0006,35.0,0.8934830346748316,True,,,,,,0.8932514031694668,0.8871235696418391
B0006,36.0,0.8909956824708977,True,,,,,,0.8898664498666944,0.8841755958518009
B0006,37.0,0.8829502550201761,True,,,,,,0.8864713122187104,0.8812264446101854
B0006,38.0,0.8750413873759919,True,,,,,,0.8830662361327697,0.8782765093994
B0006,39.0,0.8701323309187394,True,,,,,,0.8796514552515398,0.875326146003463
B0006,40.0,0.8649529456915791,True,,,,,,0.8762271918642146,0.8723756756102509
B0006,41.0,0.8599513842496731,True,,,,,,0.8727936577288079,0.8694253875953799
B0006,42.0,0.8546456919285944,True,,,,,,0.8693510548162471,0.8664755420287338
B0006,43.0,0.8621059538809914,True,,,,,,0.8658995759853924,0.8635263719384408
B0006,44.0,0.8676394038945261,True,,,,,,0.8624394055968547,0.8605780853619494
B0006,45.0,0.8518433254632082,True,,,,,,0.8589707200724277,0.8576308672095564
B0006,46.0,0.8417895486292435,True,,,,,,0.8554936884060572,0.854684880962173
B0006,47.0,0.8364252637451849,True,,,,,,0.852008472631511,0.8517402702220909
B0006,48.0,0.8960279954741004,True,,,,,,0.8485152282512618,0.8487971601329811
B0006,49.0,0.8883678132914206,True,,,,,,0.8450141046305435,0.8458556586832093
B0006,50.0,0.8724651391251901,True,,,,,,0.8415052453600638,0.842915857904731
B0006,51.0,0.8572243699983239,True,,,,,,0.837988788590442,0.8399778349782709
B0006,52.0,0.8495922454210777,True,,,,,,0.8344648673410914,0.8370416532541667
B0006,53.0,0.8392262113192732,True,,,,,,0.8309336097859503,0.8341073631971159
B0006,54.0,0.8340608610817466,True,,,,,,0.8273951395182051,0.831175003262081
B0006,55.0,0.8264297086813447,True,,,,,,0.8238495757959079,0.8282446007077635
B0006,56.0,0.821228301199745,True,,,,,,0.8202970337701925,0.8253161723533214
B0006,57.0,0.8159624948921792,True,,,,,,0.8167376246976099,0.8223897252833738
B0006,58.0,0.8112271017518529,True,,,,,,0.8131714561379481,0.8194652575057724
B0006,59.0,0.8058294274458678,True,,,,,,0.809598632138762,0.8165427585661464
B0006,60.0,0.8004568622012264,True,,,,,,0.8060192534077174,0.8136222101227975
B0006,61.0,0.7904583678923177,True,,,,,,0.8024334174737416,0.8107035864851515
B0006,62.0,0.7878420253146665,True,,,,,,0.7988412188378828,0.8077868551186511
B0006,63.0,0.7856049146190022,True,,,,,,0.7952427491146878,0.8048719771186822
B0006,64.0,0.780031440176547,True,,,,,,0.7916380971648376,0.8019589076558752
B0006,65.0,0.7777441842886215,True,,,,,,0.7880273492197072,0.7990475963948942
B0006,66.0,0.7699644735295674,True,,,,,,0.7844105889984623,0.7961379878886394
B0006,67.0,0.7671182514739364,True,,,,,,0.7807878978182413,0.7932300219495938
B0006,68.0,0.7621198547768461,False,0.7771593546979321,0.7734714866637193,0.790323633999902,0.7671182514739364,0.7833774901398679,0.7771593546979321,0.790323633999902
