Battery,id_cycle,Capacity,SoH
B0005,144,1.3340066759761655,0.7185648881952924
B0005,145,1.3286444309174914,0.7156765060826299
B0005,146,1.323170899227622,0.7127281792431961
B0005,147,1.3181691588445197,0.7100339835664496
B0005,148,1.3184664436640334,0.7101941165230106
B0005,149,1.318293040102702,0.7101007124097444
B0005,150,1.3238724222442682,0.7131060557689293
B0005,151,1.3601216766554785,0.7326317762261328
B0005,152,1.3395306867947354,0.7215404057003534
B0005,153,1.3290286565120697,0.7158834698305495
B0005,154,1.3236741274998955,0.712999243979014
B0005,155,1.318633896753293,0.7102843154047168
B0005,156,1.3134751321324272,0.7075055383642603
B0005,157,1.3132020634442203,0.7073584494666224
B0005,158,1.3077959946944353,0.7044464616507273
B0005,159,1.3030329186405918,0.7018808229071346
B0005,160,1.3033573559038203,0.7020555815721222
B0005,161,1.3034100438655642,0.702083962029298
B0005,162,1.2978870806495706,0.6991090088170863
B0005,163,1.2980735056918902,0.6992094269724851
B0005,164,1.293463613844243,0.6967263011532886
B0005,165,1.288003392619118,0.6937851440175624
B0005,166,1.2874525221379407,0.6934884167276277
B0005,167,1.3090153642307354,0.7051032770552522
B0005,168,1.3250793286429356,0.7137561578838877
B0006,1,2.035337591005598,1.0
B0006,2,2.025140246031412,0.9949898508143076
B0006,3,2.013326371345464,0.9891854698908897
B0006,4,2.0132846655407413,0.9891649790372313
B0006,5,2.000528337624771,0.9828975529491258
B0006,6,2.0138990759931645,0.989466850557287
B0006,7,2.0131011056269665,0.9890747925666498
B0006,8,1.9687898262728405,0.9673038197560738
B0006,9,1.9681661764334244,0.9669974087497759
B0006,10,1.9572307917560536,0.9616246466459876
B0006,11,1.9455991514129352,0.9559098009149796
B0006,12,1.934750504484113,0.9505796547137971
B0006,13,1.9232799539368028,0.9449439554578114
B0006,14,1.911889930948487,0.939347820920401
B0006,15,1.9010667141979305,0.9340301690486008
B0006,16,1.8891989948061456,0.9281993331989462
B0006,17,1.878278372248849,0.9228338240050139
B0006,18,1.8675697161520208,0.9175724579573612
B0006,19,1.8675892574453767,0.9175820589657847
B0006,20,1.9796265482508184,0.9726281070025075
B0006,21,1.9575499080884025,0.9617814345585968
B0006,22,1.9458150170787551,0.956015859814876
B0006,23,1.9242461121680088,0.9454186473396277
B0006,24,1.945981133142164,0.9560974757905957
B0006,25,1.90140793055308,0.934197815121988
B0006,26,1.878674213680085,0.923028308415357
B0006,27,1.8683061328264217,0.9179342734506017
B0006,28,1.8560244070083,0.9119000283836428
B0006,29,1.8451997961855773,0.9065816915777203
B0006,30,1.857228890885317,0.9124918141799352
B0006,31,1.924776088909064,0.945679034974287
B0006,32,1.8822317526092551,0.9247761948322795
B0006,33,1.8552766878855869,0.9115326597829657
B0006,34,1.839250891718188,0.9036588818710268
B0006,35,1.8185396073994429,0.8934830346748316
B0006,36,1.8134770059567056,0.8909956824708977
B0006,37,1.7971018450305436,0.8829502550201761
B0006,38,1.7810046294120476,0.8750413873759919
B0006,39,1.7710130422682329,0.8701323309187394
B0006,40,1.7604712448170945,0.8649529456915791
B0006,41,1.7502913788006589,0.8599513842496731
B0006,42,1.7394925037732578,0.8546456919285944
B0006,43,1.7546766553637203,0.8621059538809914
B0006,44,1.7659390941842177,0.8676394038945261
B0006,45,1.7337887419624838,0.8518433254632082
B0006,46,1.713325912040734,0.8417895486292435
B0006,47,1.7024077813673466,0.8364252637451849
B0006,48,1.8237194617818304,0.8960279954741004
B0006,49,1.8081284050314708,0.8883678132914206
B0006,50,1.7757610945034283,0.8724651391251901
B0006,51,1.7447409841836798,0.8572243699983239
B0006,52,1.729207034132373,0.8495922454210777
B0006,53,1.7081086552553244,0.8392262113192732
B0006,54,1.6975954237461768,0.8340608610817466
B0006,55,1.6820634524029463,0.8264297086813447
B0006,56,1.6714768322295086,0.821228301199745
B0006,57,1.6607591387047655,0.8159624948921792
B0006,58,1.6511210150380693,0.8112271017518529
B0006,59,1.640134925619093,0.8058294274458678
B0006,60,1.629199941616544,0.8004568622012264
B0006,61,1.6088496302961666,0.7904583678923177
B0006,62,1.6035244898969248,0.7878420253146665
B0006,63,1.5989712144027983,0.7856049146190022
B0006,64,1.5876273123575604,0.780031440176547
B0006,65,1.5829719744686166,0.7777441842886215
B0006,66,1.5671376367135632,0.7699644735295674
B0006,67,1.5613446139713882,0.7671182514739364
B0006,68,1.551171189279042,0.7621198547768461
B0006,69,1.5406741606295171,0.7569624653118686
B0006,70,1.5253138744624433,0.7494156650980108
B0006,71,1.5301570318067428,0.7517952002501654
B0006,72,1.5246566834474091,0.7490927746753416
B0006,73,1.5145492986655429,0.7441268246400591
B0006,74,1.5093915046020818,0.7415927024943011
B0006,75,1.5039974333050703,0.7389424928579004
B0006,76,1.4935201918040188,0.7337948251946333
B0006,77,1.4876323024497422,0.7309019933714036
B0006,78,1.5302876214401704,0.7518593614163546
B0006,79,1.5040760088360112,0.7389810985080334
B0006,80,1.4887593608730894,0.7314557385723608
B0006,81,1.4782779285546637,0.7263060118809538
B0006,82,1.478459982215684,0.7263954583009604
B0006,83,1.4732148448999731,0.7238184227571323
B0006,84,1.4675164935067897,0.7210187145326269
B0006,85,1.4516292657521337,0.7132130179126344
B0006,86,1.4519237720967175,0.7133577144710261
B0006,87,1.4471484694777743,0.7110115176336829
B0006,88,1.4468538105659885,0.7108667461161282
B0006,89,1.4416741930284678,0.708321901683239
B0006,90,1.5935866593100128,0.7829593804744059
B0006,91,1.5463902376915637,0.759770882494014
B0006,92,1.51470559175661,0.7442036144029749
B0006,93,1.4989786083335404,0.7364766488653811
B0006,94,1.4831110745410492,0.7286806282628964
B0006,95,1.4729664825468278,0.7236963976177928
B0006,96,1.4627604396099307,0.7186819749578868
B0006,97,1.4518364681062514,0.7133148203630159
B0006,98,1.4468670644030392,0.7108732579778997
B0006,99,1.441380399427779,0.7081775553094546
B0006,100,1.4312107449607745,0.7031810109956536
B0006,101,1.4260247179525716,0.7006330174681323
B0006,102,1.420487649966195,0.6979125508434085
B0006,103,1.4207006230355006,0.6980171885557206
B0006,104,1.4522558043308391,0.7135208482113888
B0006,105,1.4315576327725712,0.703351443563366
B0006,106,1.4150157511589432,0.6952241030736465
B0006,107,1.4097311506517451,0.6926276785146194
B0006,108,1.404917318129309,0.6902625512041874
B0006,109,1.395164296571563,0.6854707065486149
B0006,110,1.3945343832614077,0.6851612181802287
B0006,111,1.3893171179312644,0.6825978766720686
B0006,112,1.3838379472327809,0.6799058560840853
B0006,113,1.3736814238195123,0.674915763306282
B0006,114,1.3786059891863676,0.6773352957654757
B0006,115,1.3737600299108574,0.6749543839713218
B0006,116,1.3682580583942712,0.6722511609085237
B0006,117,1.3633024037317505,0.6698163536881292
B0006,118,1.35809661401726,0.6672586503678075
B0006,119,1.353269090999531,0.6648867966571198
B0006,120,1.3841605738237488,0.6800643686533974
B0006,121,1.4051467790651473,0.6903752897183545
B0006,122,1.3787190226273531,0.6773908312410082
B0006,123,1.3682657783199066,0.6722549538545536
B0006,124,1.3573151296618016,0.6668746922672389
B0006,125,1.3524934638801596,0.6645057163278422
B0006,126,1.3474099151661236,0.6620080723318286
B0006,127,1.3370075130842318,0.656897174696045
B0006,128,1.3312352966718526,0.6540611751852576
B0006,129,1.3259303781727645,0.6514547680110713
B0006,130,1.321578743867529,0.6493167274597319
B0006,131,1.3212250740661091,0.6491429627717593
B0006,132,1.3156485301862682,0.6464031008911139
B0006,133,1.3209025697502388,0.648984510278524
B0006,134,1.3474328767273906,0.6620193537828117
B0006,135,1.3260128072353616,0.6514952669744675
B0006,136,1.3101186784831065,0.643686179763337
B0006,137,1.30521620229393,0.6412775001365069
B0006,138,1.3004061951355774,0.6389142523000749
B0006,139,1.300235735841116,0.6388305024124815
B0006,140,1.2895066722480757,0.6335591097744969
B0006,141,1.279253057384795,0.6285213141239901
B0006,142,1.2792078171714618,0.6284990867482796
B0006,143,1.2740367609029228,0.6259584486293797
B0006,144,1.2741273923001468,0.6260029775555019
B0006,145,1.263763942644078,0.6209112179860496
B0006,146,1.2581373688955233,0.618146775481072
B0006,147,1.253259864055301,0.6157503647520722
B0006,148,1.2532313315493426,0.6157363461901961
B0006,149,1.2480874960313575,0.6132090821428379
B0006,150,1.2534354284944844,0.6158366228941904
B0006,151,1.28980487732669,0.6337056235911394
B0006,152,1.2635402021758837,0.6208012900462411
B0006,153,1.2479761706842851,0.6131543858862737
B0006,154,1.2321202877943334,0.6053640895934027
B0006,155,1.2271137666213534,0.6029042906907026
B0006,156,1.2217397581377356,0.6002639382954212
B0006,157,1.211102678915174,0.5950377393250057
B0006,158,1.2056159765131735,0.5923420182680926
B0006,159,1.2008936262717274,0.5900218379391315
B0006,160,1.1905903985558337,0.5849596665522202
B0006,161,1.185179251041941,0.5823010670462684
B0006,162,1.1796706818144624,0.5795946024028492
B0006,163,1.1745952836753917,0.5771009629390572
B0006,164,1.15381833159625,0.5668928519254556
B0006,165,1.1644009557372264,0.5720922960804411
B0006,166,1.1587974947916069,0.5693392093343496
B0006,167,1.1749748834769171,0.5772874675283711
B0006,168,1.1856752327929356,0.582544752296905
B0007,1,1.89105229539079,1.0
B0007,2,1.8806370276868591,0.9944923428456649
B0007,3,1.8806626717011388,0.9945059035569906
B0007,4,1.8807709009833444,0.9945631358622364
B0007,5,1.879450872828505,0.993865096914262
B0007,6,1.8807003517117404,0.9945258289766596
B0007,7,1.8799352523566075,0.9941212397661985
B0007,8,1.88150881240388,0.9949533479268812
B0007,9,1.8696907870385844,0.9887039039563995
B0007,10,1.8700523801391988,0.9888951165957832
B0007,11,1.8700442394188577,0.9888908117331621
B0007,12,1.8596518987766364,0.9833952785490447
B0007,13,1.8590746560862208,0.9830900290898825
B0007,14,1.8590084577709232,0.9830550230165661
B0007,15,1.8593622586957048,0.9832421151057928
B0007,16,1.8587355450601035,0.9829107051087616
B0007,17,1.847817291322145,0.977137065868551
B0007,18,1.8485252916137047,0.9775114607455649
B0007,19,1.8483789518500344,0.9774340753850295
B0007,20,1.8807805437609768,0.9945682350219244
B0007,21,1.88147215974436,0.9949339657767369
B0007,22,1.8810954313244783,0.9947347494881129
B0007,23,1.8710089649779995,0.9894009644991608
B0007,24,1.8701995151941373,0.9889729225111972
B0007,25,1.8706715362800983,0.9892225301434723
B0007,26,1.8596124644020169,0.9833744254109715
B0007,27,1.860033909718346,0.9835972882674648
B0007,28,1.8591653109160768,0.9831379679174215
B0007,29,1.8481398178778288,0.9773076198804469
B0007,30,1.849201702126164,0.9778691507545129
B0007,31,1.8834677437950849,0.995989242807197
B0007,32,1.8628211117905844,0.9850711777410832
B0007,33,1.852085039652352,0.9793938772431541
B0007,34,1.8469504648208708,0.9766786827220949
B0007,35,1.8368284311690184,0.9713260895248981
B0007,36,1.837161961967228,0.9715024626474301
B0007,37,1.8316722583718847,0.9685994738677313
B0007,38,1.8211470951317783,0.9630337032828774
B0007,39,1.8165060915115148,0.9605795122319079
B0007,40,1.811381560150456,0.9578696287593306
B0007,41,1.8116056333939583,0.9579881200586186
B0007,42,1.8060548955557405,0.9550528559986309
B0007,43,1.8132041826994056,0.9588334426916011
B0007,44,1.8062641938283528,0.9551635342031006
B0007,45,1.7958310249900458,0.9496464108196084
B0007,46,1.7858852600390451,0.9443870295876657
B0007,47,1.7803268604502749,0.9414477139472055
B0007,48,1.8150756899575573,0.9598231071565728
B0007,49,1.815702515484584,0.960154576322473
B0007,50,1.8002432178056669,0.9519796053200331
B0007,51,1.7904476205609308,0.9467996336880419
B0007,52,1.780343032300132,0.9414562657201504
B0007,53,1.775328769596812,0.9388046929870528
B0007,54,1.7702629734732849,0.9361258690667019
B0007,55,1.7600810618542042,0.9307416120348379
B0007,56,1.749647593537689,0.9252243302854406
B0007,57,1.7496500750593111,0.9252256425292259
B0007,58,1.7450287392146833,0.922781851918098
B0007,59,1.7396457455286731,0.9199352919899931
B0007,60,1.7285642277717963,0.9140753177397375
B0007,61,1.7239003245884184,0.9116090172599751
B0007,62,1.7139788776485192,0.9063624955407813
B0007,63,1.7139701997004613,0.9063579065888634
B0007,64,1.7036521173638766,0.9009016416501656
B0007,65,1.7040137474382486,0.9010928738414982
B0007,66,1.6935716157343033,0.8955710108399318
B0007,67,1.6876577363877656,0.8924437153331117
B0007,68,1.6830744356583152,0.8900200379231206
B0007,69,1.6779270142025482,0.8872980500287017
B0007,70,1.6732060275966172,0.884801563486559
B0007,71,1.6674367208253988,0.8817507188402843
B0007,72,1.6622662630667526,0.8790165492082501
B0007,73,1.6574243065763063,0.87645609305257
B0007,74,1.652538684928734,0.8738725464951953
B0007,75,1.6472174627573322,0.8710586517211737
B0007,76,1.6364136810898071,0.8653455460107404
B0007,77,1.6362554312048496,0.8652618625053486
B0007,78,1.641119179218384,0.8678338421514901
B0007,79,1.6315700789656966,0.8627842196339309
B0007,80,1.621213282987236,0.8573074826850354
B0007,81,1.6164273214762122,0.8547766370163623
B0007,82,1.6158235101619207,0.8544573379066746
B0007,83,1.61672418029789,0.8549336177737964
B0007,84,1.6108655863730026,0.851835557535501
B0007,85,1.6006603374309376,0.8464389595847521
B0007,86,1.5959174487005665,0.8439308910654778
B0007,87,1.5962179519462243,0.8440897990165642
B0007,88,1.5958065114633972,0.8438722267771133
B0007,89,1.5906507821480704,0.8411458456358337
B0007,90,1.6888211161855506,0.893058917673428
B0007,91,1.6259938279733204,0.8598354640622486
B0007,92,1.6157433862812898,0.8544149679093845
B0007,93,1.6056626764846538,0.8490842270191371
B0007,94,1.5949746921524348,0.8434323556466374
B0007,95,1.5904102438871943,0.841018647534828
B0007,96,1.5853517062988178,0.8383436619721834
B0007,97,1.5799737147242376,0.8354997471911441
B0007,98,1.5752185465278068,0.8329851852152426
B0007,99,1.5697984846488682,0.8301190234003899
B0007,100,1.5702565375950357,0.830361244595057
B0007,101,1.5652498739094385,0.8277136902689284
B0007,102,1.5596339335611469,0.8247439467235067
B0007,103,1.5649820533392105,0.8275720651161599
B0007,104,1.57497949984227,0.8328587758683834
B0007,105,1.5652811168780458,0.8277302117414882
B0007,106,1.5597554974701258,0.8248082304608075
B0007,107,1.549897685670499,0.8195953593923267
B0007,108,1.543877153134502,0.8164116650277281
B0007,109,1.5450187488690073,0.8170153478223752
B0007,110,1.5445940154102908,0.816790746176111
B0007,111,1.5343086721758876,0.8113517938745419
B0007,112,1.5287603942958483,0.8084178306554588
B0007,113,1.5289260249179843,0.8085054171397351
B0007,114,1.529091650133123,0.8085930007647584
B0007,115,1.5239059324661248,0.8058507616000151
B0007,116,1.5186675419100617,0.8030806686899294
B0007,117,1.5136482266426952,0.8004264241301146
B0007,118,1.5136050185229033,0.8004035754125528
B0007,119,1.5139470614867965,0.8005844498202711
B0007,120,1.5339599193158786,0.8111673712327889
B0007,121,1.5391372798653098,0.8139051911027366
B0007,122,1.5236247972838737,0.8057020955991137
B0007,123,1.5135813035589147,0.8003910347947992
B0007,124,1.5077850749847914,0.797325953734772
B0007,125,1.5031960676037333,0.7948992586125676
B0007,126,1.497822059699588,0.7920574504207774
B0007,127,1.492848534633516,0.7894274199989884
B0007,128,1.492414389867026,0.7891978415957107
B0007,129,1.4874827765380811,0.786589974356415
B0007,130,1.4825351486404108,0.7839736385153969
B0007,131,1.4827874322228984,0.7841070476141841
B0007,132,1.476971179775059,0.7810313778074761
B0007,133,1.4819015554137276,0.7836385905485969
B0007,134,1.4981366198874824,0.792223791768746
B0007,135,1.4820775214392872,0.7837316424573085
B0007,136,1.4771155312812152,0.7811077117652985
B0007,137,1.4720772783056488,0.7784434528297595
B0007,138,1.4722480136564542,0.7785337387257242
B0007,139,1.4670106672274663,0.775764197956411
B0007,140,1.4617672495335383,0.7729914466651283
B0007,141,1.4566952670489708,0.7703093513592872
B0007,142,1.451354972758956,0.7674853711324945
B0007,143,1.451615926257375,0.7676233649357621
B0007,144,1.4468161332173683,0.7650852050701119
B0007,145,1.4467570607768785,0.7650539672029023
B0007,146,1.4413797481446793,0.7622104114507394
B0007,147,1.4362456252208178,0.7594954559011889
B0007,148,1.4368154153924828,0.759796764422933
B0007,149,1.4362945145860049,0.7595213088960036
B0007,150,1.4418575315878015,0.7624630662526647
B0007,151,1.4672063484781797,0.7758676753965592
B0007,152,1.4518640367848883,0.7677545672975995
B0007,153,1.44713797527485,0.7652553971151792
B0007,154,1.4417905865623992,0.7624276653144857
B0007,155,1.431630947911111,0.7570551863639823
B0007,156,1.4318084249673686,0.7571490373149529
B0007,157,1.4262562585106868,0.7542130177927987
B0007,158,1.4260877528924911,0.7541239109930522
B0007,159,1.4212633510031694,0.7515727378176299
B0007,160,1.4163272748795108,0.7489625106252409
B0007,161,1.4165781829175994,0.7490951923277513
B0007,162,1.4108401729425175,0.7460608976183625
B0007,163,1.4109949628347804,0.7461427514584917
B0007,164,1.4061714290398797,0.7435920373366995
B0007,165,1.4063358479692922,0.7436789830704655
B0007,166,1.4004552399066514,0.7405692816217144
B0007,167,1.4217865046055154,0.7518493846367692
B0007,168,1.4324552720625434,0.7574910940083355
B0018,1,1.8550045207910817,1.0
B0018,2,1.8431955317089987,0.993633983664338
B0018,3,1.8396018424355425,0.9916966895859798
B0018,4,1.8306736044962053,0.9868836350412233
B0018,5,1.8327002069419656,0.9879761404357094
B0018,6,1.8285288846046388,0.9857274546289774
B0018,7,1.8212011895697924,0.9817772243450524
B0018,8,1.815170010643328,0.9785259228744273
B0018,9,1.8042980520967649,0.9726650430627023
B0018,10,1.8231002302844224,0.9828009634752516
B0018,11,1.8121253520255487,0.9768846014740455
B0018,12,1.8046916382117768,0.9728772183488542
B0018,13,1.790844349786295,0.9654123910288773
B0018,14,1.783470722841926,0.9614373996680884
B0018,15,1.7809386125310702,0.9600723839592448
B0018,16,1.7712090396726985,0.9548273439880093
B0018,17,1.7686303996707076,0.9534372449488483
B0018,18,1.7536304801917124,0.9453510546938519
B0018,19,1.7462197416415093,0.9413560571253055
B0018,20,1.7376647337053737,0.9367442042482638
B0018,21,1.7315166735475835,0.933429894181155
B0018,22,1.7085949894470602,0.9210732212762566
B0018,23,1.7114699570682108,0.9226230652733615
B0018,24,1.7075021373272627,0.9204840841029782
B0018,25,1.7492382064360228,0.9429832579006578
B0018,26,1.7327697147429957,0.9341053864408061
B0018,27,1.7222313328292376,0.9284243318688938
B0018,28,1.711846298984729,0.9228259445182906
B0018,29,1.6992678351266868,0.9160451179935779
B0018,30,1.6940366439243106,0.9132250757005568
B0018,31,1.6819027078768087,0.9066838862255429
B0018,32,1.6769770618433686,0.9040285579078848
B0018,33,1.6655229306478936,0.8978538391580942
B0018,34,1.6571924575832084,0.8933630290434469
B0018,35,1.6482241555294048,0.8885283766459535
B0018,36,1.6387701497987262,0.8834318900203323
B0018,37,1.6276486907262062,0.8774365089051547
B0018,38,1.62215370227252,0.8744742581978935
B0018,39,1.6140066510467586,0.8700823275398015
B0018,40,1.6760516154424625,0.9035296661852321
B0018,41,1.649300642552199,0.8891086916860135
B0018,42,1.63238299185809,0.8799886865838726
B0018,43,1.6164159719025777,0.8713811496336645
B0018,44,1.6109028378249377,0.8684091169427205
B0018,45,1.5954638693695655,0.8600862431802414
B0018,46,1.7267074400857645,0.9308373218138553
B0018,47,1.7165673917429751,0.9253710017973061
B0018,48,1.6958235570934848,0.914188368861919
B0018,49,1.6777783190792557,0.9044605014567585
B0018,50,1.6606586897774192,0.895231613273491
B0018,51,1.6664109274827466,0.8983325424846361
B0018,52,1.6468336174407805,0.8877787622525443
B0018,53,1.6257639928779952,0.8764205017595725
B0018,54,1.6121577411874597,0.8690856130635962
B0018,55,1.6057366823755344,0.8656241342693628
B0018,56,1.673645314879889,0.9022324722778301
B0018,57,1.6404348572349936,0.8843293042409497
B0018,58,1.6132653317422077,0.8696826954654632
B0018,59,1.5920964324686278,0.8582709177386076
B0018,60,1.5866011820698824,0.855308525821416
B0018,61,1.580076649033625,0.8517912659101168
B0018,62,1.5641732953289167,0.8432180503052695
B0018,63,1.5556182721939218,0.8386061892347927
B0018,64,1.5402045278637395,0.8302969133503281
B0018,65,1.5321613015959863,0.8259609528835993
B0018,66,1.5316232403693415,0.8256708936300426
B0018,67,1.5222595950771978,0.8206231187124103
B0018,68,1.5065267126851285,0.812141801165346
B0018,69,1.5014219556532926,0.8093899172887186
B0018,70,1.4963534117486457,0.8066575552659644
B0018,71,1.5334262000312422,0.826642837170715
B0018,72,1.523845267514426,0.8214779265683784
B0018,73,1.501192099426124,0.8092660058779417
B0018,74,1.492417671450291,0.8045358675534857
B0018,75,1.483323851940123,0.799633550923934
B0018,76,1.4807376792294196,0.7982393911352555
B0018,77,1.4735077809902477,0.7943418813674149
B0018,78,1.46801928526661,0.7913831307756389
B0018,79,1.458092355711902,0.786031699313642
B0018,80,1.44786609888914,0.7805189058362434
B0018,81,1.4527808777541982,0.7831683758563823
B0018,82,1.4425356364492432,0.7776453481817188
B0018,83,1.4392712877203313,0.7758855957432074
B0018,84,1.4286475681888218,0.7701585371768062
B0018,85,1.4249026750004896,0.7681397317526905
B0018,86,1.4698115324524124,0.7923492994106556
